ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
SCI102	2.014|0.0019	2.014|0.0019	2.8546|0.0019	2.8546|0.0019	2.0082|0.002	2.0061|0.0025	2.0086|0.0024	2.0155|0.0031	1.9786|0.0035	2.0109|0.0063	1.9698|0.0047	2.0087|0.0051	1.9986|0.004	2.0296|0.0026	2.0287|0.0028	1.9804|0.0055	1.979|0.0065	2.0004|0.0015	2.0004|0.0015	2.001|0.0027	2.001|0.0027	2.023|0.0053	1.9942|0.0036	2.0107|0.0023	2.0123|0.0019	1.9786|0.0017	1.9791|0.0016	2.0142|0.0017	2.0142|0.0017	1.9964|0.0022	1.9968|0.0017	2.0191|0.0018	2.0191|0.0018	1.9994|0.0018	1.999|0.0019	2.0158|0.0019	2.0158|0.0019	2.0009|0.0053	2.0102|0.0107	1.9791|0.0016	2.8546|0.0019	2.0004|0.0015	1.961|0.0045	2.0004|0.0015	2.022|0.0024	2.0004|0.0015	2.0158|0.0019	2.0158|0.0019	2.0142|0.0017	2.0123|0.0019	2.0004|0.0015	1.9791|0.0016	2.005|0.0053	1.9942|0.0036
SCI103	2.0077|0.0038	2.032|0.0026	2.8769|0.0025	2.8869|0.0037	1.8887|0.0021	1.8887|0.0021	1.0517|0.0026	2.0392|0.0035	2.9142|0.0038	1.6021|0.0098	1.4185|0.007	1.9676|0.0069	1.9536|0.0043	2.9165|0.0028	2.9165|0.0028	2.6568|0.0072	2.6517|0.0041	2.0066|0.0028	2.3868|0.0031	2.0019|0.0042	1.9943|0.0063	3.0231|0.0043	1.9637|0.0055	2.0456|0.0016	2.0456|0.0016	1.9764|0.0035	1.9854|0.0028	2.0653|0.004	2.0911|0.0032	2.016|0.0024	2.0168|0.0019	2.068|0.002	2.0749|0.0026	1.9951|0.0021	1.9907|0.0029	2.0536|0.0045	2.0562|0.0022	3.0102|0.0057	2.9755|0.0089	1.987|0.0025	2.8952|0.0044	2.0112|0.0024	1.4107|0.0062	2.0112|0.0024	2.0443|0.0026	2.3559|0.0103	2.0562|0.0022	2.0562|0.0022	1.9814|0.012	2.0456|0.0016	2.0112|0.0024	1.987|0.0025	1.9578|0.0061	1.9618|0.0041
SCI104	2.0027|0.0091	2.0027|0.0091	2.0484|0.0213	2.2717|0.0114	1.9929|0.0162	1.9666|0.0095	1.9027|0.0114	2.024|0.0114	2.0333|0.0116	2.0504|0.0391	1.9934|0.0153	2.0564|0.0157	2.0358|0.0164	1.9411|0.0124	1.9401|0.015	1.9112|0.0239	1.9282|0.0231	2.0224|0.0095	2.0007|0.0104	2.0172|0.0139	2.0179|0.0198	1.9957|0.0293	2.0472|0.0256	1.995|0.0117	1.9837|0.0092	1.9574|0.011	1.9654|0.0119	1.8951|0.0166	1.9326|0.0096	1.8539|0.0158	1.9771|0.0094	1.9799|0.0083	1.9799|0.0083	1.9758|0.0135	1.9511|0.0194	1.9652|0.0089	1.9652|0.0089	1.9058|0.0333	2.0695|0.065	1.9642|0.0106	2.2717|0.0114	2.0224|0.0095	1.9934|0.0153	2.0224|0.0095	2.024|0.0114	2.0004|0.0104	1.9652|0.0089	1.9652|0.0089	1.8955|0.0155	1.9809|0.0089	2.0224|0.0095	1.9642|0.0106	2.017|0.024	2.0584|0.0187
SCI105	1.9661|0.0129	1.9937|0.0105	2.9643|0.0074	2.9643|0.0074	1.9276|0.0075	1.9276|0.0075	1.9828|0.0093	1.9799|0.011	4.1502|0.0095	1.9414|0.0176	2.057|0.0127	1.9076|0.0094	1.9076|0.0094	1.9513|0.0159	1.9535|0.0101	2.929|0.0229	2.9562|0.0147	1.9685|0.0104	1.9495|0.0085	1.946|0.0161	1.9549|0.014	3.049|0.0227	1.9324|0.0139	1.9751|0.0132	1.992|0.0072	1.9669|0.0062	1.9669|0.0062	1.9904|0.0067	1.9904|0.0067	3.0902|0.0066	3.0902|0.0066	2.011|0.0068	2.011|0.0068	1.9009|0.0071	1.9009|0.0071	1.9774|0.0073	1.9774|0.0073	4.1612|0.008	4.1612|0.008	1.9669|0.0062	2.9643|0.0074	1.9607|0.0084	2.057|0.0127	1.9607|0.0084	1.9913|0.0093	1.9495|0.0085	1.9774|0.0073	1.9774|0.0073	1.9904|0.0067	1.992|0.0072	1.9607|0.0084	1.9669|0.0062	1.9436|0.0149	1.9324|0.0139
SCI106	2|0.0068	2|0.0068	1.9854|0.0068	1.9854|0.0068	1.9874|0.0141	1.9647|0.0079	1.0679|0.0085	2.0223|0.0114	2.0252|0.0121	2.0076|0.0087	2.0076|0.0087	1.9904|0.0086	1.9904|0.0086	1.9854|0.0091	1.9854|0.0091	1.9145|0.0101	1.9145|0.0101	2.0065|0.0078	1.9992|0.0055	2.0062|0.0147	2.0075|0.0129	2.0387|0.0197	1.9957|0.0127	1.9974|0.0083	2.0071|0.0067	1.9948|0.0057	1.9948|0.0057	1.9943|0.0115	1.9971|0.0072	2.0068|0.0079	2.002|0.0068	1.989|0.0062	1.989|0.0062	1.9829|0.0069	1.9823|0.0093	1.9948|0.0067	1.9948|0.0067	2.0116|0.0176	1.9996|0.009	1.9948|0.0057	1.9854|0.0068	1.9992|0.0055	2.0076|0.0087	1.9992|0.0055	2.0187|0.0086	1.9992|0.0055	1.9948|0.0067	1.9948|0.0067	1.9943|0.0116	2.0071|0.0067	1.9992|0.0055	1.9948|0.0057	2.0076|0.0087	1.9957|0.0127
SCI107	2.1106|0.0097	2.1092|0.0102	2.0871|0.0096	2.0871|0.0096	2.075|0.0143	2.0866|0.0141	1.3992|0.012	2.1413|0.0171	2.1661|0.0147	2.155|0.0205	2.1344|0.0229	2.163|0.0167	2.1429|0.0188	2.0479|0.0129	2.0479|0.0129	2.1157|0.0238	2.0865|0.0242	2.1347|0.0074	2.1347|0.0074	2.1394|0.0136	2.1394|0.0136	2.1174|0.0193	1.4811|0.0251	2.1059|0.0151	2.1209|0.0094	2.1304|0.0117	2.1161|0.0199	2.1066|0.0086	2.1066|0.0086	2.1039|0.011	2.1111|0.0123	2.1038|0.0088	2.1038|0.0088	2.1129|0.0163	2.1012|0.0159	2.1001|0.0094	2.1001|0.0094	2.1101|0.0185	2.4459|0.0992	2.1099|0.0203	2.0871|0.0096	2.1347|0.0074	2.1609|0.0207	2.1347|0.0074	2.1596|0.0122	2.1347|0.0074	2.1001|0.0094	2.1001|0.0094	2.1066|0.0086	2.1209|0.0094	2.1347|0.0074	2.1099|0.0203	2.1654|0.0191	1.4614|0.0199
SCI108	1.9954|0.0046	2.0006|0.0041	1.9959|0.0021	1.9959|0.0021	1.9762|0.0021	1.9762|0.0021	1.9916|0.0027	1.9921|0.0037	2.0396|0.0036	2.0065|0.0059	2.0038|0.0061	2.0063|0.0048	2.0054|0.003	1.9788|0.0029	1.9788|0.0029	1.9849|0.0037	1.9898|0.0066	2.0002|0.0018	1.9989|0.0016	1.9978|0.0049	2.0032|0.004	1.9995|0.0044	2.003|0.0059	1.9969|0.0031	1.999|0.0021	1.9961|0.0018	1.9962|0.0022	1.9949|0.0019	1.9949|0.0019	1.9921|0.0037	1.9978|0.0022	1.9951|0.0019	1.9951|0.0019	1.9971|0.0021	1.9978|0.0029	2.0146|0.0067	1.9962|0.0022	1.9897|0.0041	2.0097|0.0087	1.9961|0.0018	1.9959|0.0021	1.9989|0.0016	2.0052|0.005	1.9989|0.0016	2.002|0.0027	1.9989|0.0016	1.9962|0.0022	1.9962|0.0022	1.9949|0.0019	1.999|0.0021	1.9989|0.0016	1.9961|0.0018	2.0086|0.0061	2.0055|0.0044
SCI109	2.077|0.0024	2.077|0.0024	1.9007|0.0038	3.6792|0.0033	2.0452|0.0025	2.0452|0.0025	2.0456|0.0031	2.0465|0.0042	3.9128|0.0031	2.9143|0.005	2.2054|0.0042	3.0299|0.0077	3.0187|0.0047	3.0982|0.0033	3.0982|0.0033	3.8733|0.0057	3.8495|0.0048	2.7631|0.0042	2.922|0.0042	2.0244|0.006	2.0298|0.0046	3.002|0.0049	3.0188|0.0097	3.0498|0.003	3.7872|0.0024	2.8757|0.005	3.4761|0.005	2.8974|0.0041	3.0815|0.0026	3.8301|0.0043	3.0695|0.0048	2.9721|0.0036	2.1994|0.0048	3.008|0.0062	3.0107|0.0027	1.207|0.0052	2.0489|0.0051	3.7982|0.0062	3.8057|0.0038	3.5959|0.006	3.8606|0.0032	3.0122|0.0032	2.2054|0.0042	2.2634|0.0048	2.0451|0.0031	2.9337|0.0061	2.0523|0.0039	2.0523|0.0039	2.8974|0.0041	3.7872|0.0024	2.2634|0.0048	3.6398|0.0038	2.9143|0.005	2.9902|0.0082
SCI110	2.0111|0.0036	2.0099|0.0035	2.1674|0.0029	2.1524|0.0027	1.9891|0.002	1.9891|0.002	1.8701|0.0025	1.996|0.0033	2.0033|0.0028	2.0322|0.0053	2.0326|0.0034	2.0254|0.0025	2.0254|0.0025	1.9933|0.0026	1.9933|0.0026	2.0158|0.0059	2.0113|0.0055	2.0048|0.0028	1.9968|0.0023	2.0096|0.0042	2.0216|0.0037	2.0089|0.0051	1.4352|0.0051	2.0025|0.0031	1.9973|0.0026	1.9825|0.0016	1.9825|0.0016	2.1578|0.0056	2.1535|0.0021	1.9837|0.0034	1.99|0.002	2.0013|0.0029	1.994|0.0023	1.9964|0.003	1.9957|0.0034	1.9989|0.0019	1.9989|0.0019	1.9923|0.0051	2.0022|0.0026	1.9825|0.0016	2.1502|0.0027	1.9988|0.0022	2.0326|0.0034	1.9988|0.0022	2.0057|0.0025	1.9968|0.0023	1.9989|0.0019	1.9989|0.0019	2.1914|0.0073	1.9939|0.0021	1.9988|0.0022	1.9825|0.0016	2.035|0.004	1.4348|0.0041
SCI111	2.0091|0.0099	2.0053|0.0037	3.8832|0.0041	3.8981|0.0052	2.0495|0.0057	2.0612|0.0048	2.0178|0.0044	3.1161|0.0102	2.9336|0.0044	2.0469|0.0093	2.1691|0.0097	1.9938|0.0069	1.9634|0.0061	2.1012|0.0054	2.0984|0.0049	2.9996|0.0085	3.0027|0.0112	1.9796|0.0037	1.9612|0.0061	1.979|0.0073	1.9926|0.0067	3.0365|0.007	2.0036|0.009	1.9862|0.0042	1.9975|0.0036	2.9434|0.0033	2.9432|0.0056	3.0903|0.0059	3.1017|0.0052	2.9055|0.0061	3.061|0.0036	1.9902|0.0032	1.9902|0.0032	2.9923|0.0074	3.0078|0.0042	2.0141|0.0034	2.0141|0.0034	4.0829|0.0038	4.0829|0.0038	2.9552|0.0085	3.8832|0.0041	1.9796|0.0037	2.0823|0.0066	1.9796|0.0037	2.0335|0.0051	1.9779|0.0104	2.0141|0.0034	2.0141|0.0034	3.0903|0.0059	2.0013|0.0034	1.9796|0.0037	2.9264|0.0103	2.0347|0.0086	1.9979|0.0075
SCI112	2.0121|0.0033	2.0143|0.004	2.9271|0.0039	2.9283|0.002	2.0324|0.0019	2.0314|0.0022	1.9645|0.0023	2.0206|0.0031	2.942|0.0031	1.9935|0.0064	2.0939|0.0047	2.6953|0.0036	2.6593|0.0031	2.0794|0.0025	2.0794|0.0025	2.8896|0.0032	2.8871|0.0043	1.9781|0.0014	1.9781|0.0014	2.0073|0.004	1.9855|0.0035	2.9774|0.0038	1.9346|0.0066	2.015|0.0027	2.0235|0.0031	2.9661|0.0015	2.9661|0.0015	2.005|0.0031	2.0228|0.0029	2.945|0.0044	3.0392|0.0031	3.0598|0.0036	3.11|0.0019	2.9699|0.0029	2.9726|0.0021	2.0236|0.0019	2.0303|0.0025	3.1954|0.002	3.1954|0.002	2.9661|0.0015	2.9283|0.002	1.9781|0.0014	2.0855|0.0042	1.9781|0.0014	2.0194|0.0023	1.9781|0.0014	3.0448|0.0454	3.0448|0.0454	2.005|0.0031	2.025|0.0028	1.9781|0.0014	2.9661|0.0015	2.009|0.0052	1.9719|0.0062
SCI113	2.0151|0.0018	2.0151|0.0018	1.9729|0.0018	1.9729|0.0018	1.896|0.0018	1.896|0.0018	1.0109|0.0064	2.0332|0.0024	2.908|0.0023	1.9929|0.0034	1.9757|0.0031	1.981|0.0022	1.981|0.0022	2.773|0.0024	2.773|0.0024	2.6982|0.007	2.6532|0.0049	2.0127|0.0016	2.0112|0.0021	1.9762|0.0032	1.8407|0.0064	1.9769|0.0036	0.9886|0.0034	2.0208|0.0037	2.0243|0.0025	1.9678|0.0015	1.9678|0.0015	2.0153|0.0043	2.0415|0.0019	3.0247|0.0016	3.0247|0.0016	1.9989|0.0023	1.6988|0.0038	2.9698|0.0017	2.9698|0.0017	2.0276|0.0017	2.0276|0.0017	3.0036|0.0033	2.9629|0.008	1.9678|0.0015	1.9729|0.0018	2.0127|0.0016	1.9716|0.003	2.0127|0.0016	2.0329|0.0022	2.0127|0.0016	2.0276|0.0017	2.0276|0.0017	1.9923|0.0066	2.0303|0.0023	2.0127|0.0016	1.9678|0.0015	1.9929|0.0034	0.9886|0.0034
SCI114	2.0236|0.0091	2.0236|0.0091	1.9706|0.0091	1.9706|0.0091	1.9935|0.0092	1.9935|0.0092	1.9404|0.0114	2.0169|0.0146	2.0288|0.0116	2.02|0.0382	1.9526|0.0245	2.041|0.022	2.0244|0.0167	1.9713|0.0122	1.9713|0.0122	2.0034|0.0223	1.9768|0.0169	2.0291|0.0095	2.0408|0.0104	2.0115|0.0128	2.0115|0.0128	1.9962|0.0187	2.0209|0.0235	2.0027|0.0175	2.0032|0.0143	2.0013|0.011	1.9992|0.0105	1.9555|0.0099	1.9476|0.0109	1.9804|0.0098	1.9783|0.0081	1.9892|0.0083	1.9892|0.0083	1.9683|0.0091	1.9717|0.0126	1.9696|0.009	1.972|0.0104	2.0032|0.0098	2.0032|0.0098	1.9992|0.0105	1.9706|0.0091	2.0291|0.0095	1.9037|0.0207	2.0291|0.0095	2.0029|0.0114	2.041|0.0104	1.9696|0.009	1.9696|0.009	1.9551|0.0086	1.9918|0.0107	2.0291|0.0095	1.9992|0.0105	1.9984|0.0259	2.0288|0.0187
SCI115	2.0367|0.0018	2.0367|0.0018	1.9712|0.0018	1.9712|0.0018	1.9568|0.0026	1.9429|0.0053	1.825|0.0022	2.019|0.0042	2.9868|0.0023	2.001|0.008	3.0131|0.0058	1.9471|0.0093	1.989|0.0043	2.0292|0.0117	2.982|0.0046	2.802|0.0046	2.804|0.0045	2.0155|0.0034	2.0241|0.002	2.04|0.0038	2.0208|0.0041	3.0195|0.004	2.0084|0.0046	2.0376|0.0022	2.0392|0.0018	2.9809|0.0034	2.9928|0.0043	2.0245|0.0016	2.0245|0.0016	2.7677|0.0017	2.7662|0.0021	3.0279|0.0025	2.1795|0.0029	2.0047|0.0017	2.0047|0.0017	2.0477|0.002	2.0351|0.0026	3.0206|0.0034	2.9906|0.0111	2.9827|0.0037	1.9712|0.0018	2.016|0.0029	3.0164|0.008	2.024|0.0028	1.0163|0.0183	2.0241|0.002	2.0096|0.0035	2.0096|0.0035	2.0245|0.0016	2.0395|0.0017	2.024|0.0028	2.9827|0.0037	2.0017|0.0051	2.0047|0.0038
SCI116	2.0252|0.0051	2.0272|0.0056	2.9764|0.0051	2.9764|0.0051	1.9919|0.0052	1.9919|0.0052	2.0243|0.0064	2.0403|0.0083	3.0222|0.0065	2.2097|0.0125	2.2097|0.0125	2.0244|0.0064	2.0244|0.0064	2.0394|0.0069	2.0394|0.0069	2.9405|0.0089	2.9347|0.012	1.9873|0.0039	1.9873|0.0039	1.9982|0.0072	1.9982|0.0072	2.0022|0.0105	1.97|0.0096	2.0029|0.0062	2.0136|0.005	1.9613|0.0046	1.9767|0.0079	2.0252|0.0046	2.0252|0.0046	3.0657|0.0045	3.0657|0.0045	2.0359|0.0047	2.0359|0.0047	1.9488|0.0088	1.978|0.0051	2.0361|0.005	2.0361|0.005	4.1691|0.0097	4.1548|0.0068	1.9434|0.0121	2.9764|0.0051	1.9873|0.0039	2.0645|0.0126	1.9873|0.0039	2.05|0.0064	1.9873|0.0039	2.0361|0.005	2.0361|0.005	2.0252|0.0046	2.0136|0.005	1.9873|0.0039	2.9814|0.0419	2.1562|0.0197	1.97|0.0096
